Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","209","Eswatini","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","307.33","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1136.281","X","International reliable sources",""
"OA","Annual population","209","Eswatini","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1060.246","X","International reliable sources",""
"OA","Annual population","209","Eswatini","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","331.139","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","100835.458","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","80469.946","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","19403.087","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","109224.414","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","85207.113","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","22327.769","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","2.834","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0.688","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2.21","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3.234","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0.653","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2.269","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","48.051","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","28.577","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","20.388","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","48.497","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","28.672","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","20.817","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","868.627","X","International reliable sources",""
"OA","Annual population","66","Fiji","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","403.912","X","International reliable sources",""
"OA","Annual population","66","Fiji","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","488.237","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","883.483","X","International reliable sources",""
"OA","Annual population","66","Fiji","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","399.125","X","International reliable sources",""
"OA","Annual population","66","Fiji","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","513.116","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","5481.122","X","International reliable sources",""
"OA","Annual population","67","Finland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","809.95","X","International reliable sources",""
"OA","Annual population","67","Finland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4672.016","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5522.576","X","International reliable sources",""
"OA","Annual population","67","Finland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","810.217","X","International reliable sources",""
"OA","Annual population","67","Finland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4732.3","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","64453.2","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","13113.96","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","51343.241","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
